,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,21,12,12,9.83581638,-0.6886489990000001,-0.253137767,0.18954995300000002,18.0,0.074906036,7.0,0,-1.0
1,27,18,18,9.71133232,-0.786601305,-0.221894532,0.180751264,18.0,0.073080674,7.0,0,-1.0
2,17,8,8,9.77201271,-0.642055273,-0.270630687,0.187614366,18.0,0.077261701,7.0,0,-1.0
3,24,15,15,9.78966045,-0.6499615910000001,-0.28604874,0.189941436,18.0,0.07531726400000001,7.0,0,-1.0
4,28,19,53290,9.60941792,-0.7608394620000001,-0.262190908,0.181066006,18.0,0.07218913,7.0,0,-1.0
5,18,9,9,9.67871761,-0.6915952559999999,-0.274181902,0.181119591,18.0,0.076514103,7.0,0,-1.0
6,26,17,17,9.66839409,-0.673913717,-0.298199296,0.187007114,18.0,0.07391881900000001,7.0,0,-1.0
7,25,16,16,9.51642132,-0.758936882,-0.288523763,0.181550249,18.0,0.07033614099999999,7.0,0,-1.0
8,11,2,2,9.73391056,-0.5818817620000001,-0.297566622,0.18645446,18.0,0.078776076,7.0,0,-1.0
9,23,14,14,9.55261326,-0.64412266,-0.32868573100000004,0.182580978,18.0,0.075638861,7.0,0,-1.0
